Recourse_Method,Dataset,ML_Model,L0_distance,L1_distance,L2_distance,Linf_distance,Constraint_Violation,Redundancy,y-Nearest-Neighbours,Success_Rate,Average_Time
cem,breast_cancer,linear,2.0,0.673751036611553,0.2424456737490122,0.4248400852878465,0.0,29.0,,,
cem,breast_cancer,linear,2.0,0.4708426400834793,0.1355152679567728,0.3464818763326226,0.0,29.0,,,
cem,breast_cancer,linear,4.0,0.4924003526939487,0.1084457199900112,0.2782515991471216,0.0,29.0,,,
cem,breast_cancer,linear,2.0,0.6794428541816476,0.2621199363101361,0.4648187633262261,0.0,29.0,,,
cem,breast_cancer,linear,4.0,0.6254523930524474,0.1991262546494385,0.4267057569296376,0.0,29.0,,,
cem,breast_cancer,linear,2.0,1.1427663644772368,0.6659000217616889,0.6518279977268423,0.0,29.0,,,
cem,breast_cancer,linear,4.0,0.6340796423478897,0.1639801642982658,0.3550106609808103,0.0,29.0,,,
cem,breast_cancer,linear,2.0,0.7819942084331579,0.3211371630052308,0.4786891456715288,0.0,30.0,,,
cem,breast_cancer,linear,2.0,0.7767391802071224,0.3036681045402386,0.420042643923241,0.0,29.0,,,
cem,breast_cancer,linear,2.0,0.6475787498647151,0.2179403645281633,0.3880597014925373,0.0,30.0,,,
cem,breast_cancer,linear,5.0,0.792878510174463,0.2366865049455663,0.427771855010661,0.0,29.0,,,
cem,breast_cancer,linear,2.0,1.061151236076722,0.5680570200261518,0.5807569296375268,0.0,30.0,,,
cem,breast_cancer,linear,1.0,0.3600748749888648,0.1296537369124569,0.3600746268656717,0.0,29.0,,,
cem,breast_cancer,linear,5.0,0.6870515021647949,0.1574278048691956,0.3392857142857144,0.0,29.0,,,
cem,breast_cancer,linear,2.0,0.9783819773902124,0.5928135752028928,0.7281449893390194,0.0,29.0,,,
cem,breast_cancer,linear,2.0,0.9166780178580948,0.4652310739825735,0.6084754797441366,0.0,29.0,,,
cem,breast_cancer,linear,2.0,0.6546249690388143,0.2583320569093275,0.4757462686567165,0.0,29.0,,,
cem,breast_cancer,linear,4.0,0.5133801127957832,0.1163994206025501,0.2926439232409382,0.0,29.0,,,
cem,breast_cancer,linear,5.0,0.7754811535106435,0.1959859661802624,0.3528784648187634,0.0,28.0,,,
cem,boston_housing,linear,2.0,0.3157050067832662,0.053102248682109,0.1982718258659161,0.0,11.0,0.61,1.0,0.8797734850000001
cem,boston_housing,linear,2.0,1.9607141688810767,1.9229715927043896,1.0,0.0,10.0,,,
cem,boston_housing,linear,2.0,1.2126467580879916,1.0452186199428948,1.0,0.0,10.0,,,
cem,boston_housing,linear,3.0,1.5707996476855637,1.1600278265616053,0.9838620202733372,0.0,10.0,,,
cem,boston_housing,linear,2.0,1.0530235954178018,1.002811494796327,1.0,0.0,10.0,,,
cem,boston_housing,linear,2.0,1.9859802168674807,1.972156816976588,1.0,0.0,11.0,,,
cem,boston_housing,linear,2.0,1.9835847014252148,1.967438761250337,1.0,0.0,10.0,,,
cem,boston_housing,linear,1.0,0.99833583352388,0.9966743113400712,0.998335770840688,0.0,10.0,,,
cem,boston_housing,linear,3.0,1.7379017256685816,1.2320290298133834,0.9515356296333654,0.0,9.0,,,
cem,boston_housing,linear,1.0,1.0000000503064614,1.0000000000000009,1.0,0.0,10.0,,,
cem,boston_housing,linear,2.0,1.1751183815682806,1.0306664272762132,1.0,0.0,10.0,,,
cem,boston_housing,linear,3.0,1.757175169992479,1.3544280365346406,1.0,0.0,11.0,,,
cem,boston_housing,linear,2.0,1.1154354948040786,0.983450166784144,0.982777749760452,0.0,10.0,,,
cem,boston_housing,linear,3.0,1.163213640632199,0.8191412705041702,0.882873569015079,0.0,11.0,,,
cem,boston_housing,linear,3.0,1.3628406688872443,1.0679750058354118,0.9896616067376066,0.0,10.0,,,
cem,boston_housing,linear,3.0,1.4640386703119947,1.11429455584258,1.0,0.0,10.0,,,
cem,boston_housing,linear,2.0,0.5202081323610984,0.1389920770837703,0.3030217606780092,0.0,10.0,,,
cem,boston_housing,linear,2.0,1.036178396302687,0.9058819649060162,0.947652428261637,0.0,10.0,,,
cem,boston_housing,linear,1.0,1.0000000521978878,1.0000000000000004,1.0,0.0,10.0,,,
cem,boston_housing,linear,2.0,1.981617880571008,1.963573569018386,1.0,0.0,10.0,,,
cem_vae,adult,linear,7.0,5.051890770954762,4.437542371614499,1.0,0.0,4.0,0.0,1.0,1.4363760799999965
cem_vae,adult,linear,8.0,4.601931927526511,3.755230816550697,1.0,0.0,7.0,,,
cem_vae,adult,linear,12.0,6.505795553727915,5.044007422492545,1.0,2.0,8.0,,,
cem_vae,adult,linear,5.0,2.964587245488304,2.390253761516335,1.0,1.0,5.0,,,
cem_vae,adult,linear,4.0,2.6005290900882745,2.2601060948537817,1.0,0.0,4.0,,,
cem_vae,adult,linear,8.0,4.52833398679791,3.6281395760205903,1.0,0.0,6.0,,,
cem_vae,adult,linear,10.0,4.782211902322423,3.1724669442687725,1.0,1.0,8.0,,,
cem_vae,adult,linear,6.0,3.3929132639836883,2.650232876210412,1.0,0.0,6.0,,,
cem_vae,adult,linear,8.0,4.376930022991755,3.5713133241436945,1.0,0.0,6.0,,,
cem_vae,adult,linear,4.0,2.6315794501197094,2.2575546053645903,1.0,1.0,4.0,,,
cem_vae,adult,linear,6.0,3.2025214253917413,2.5388683136787806,1.0,0.0,5.0,,,
cem_vae,adult,linear,8.0,4.586940213238336,3.753895502753964,1.0,0.0,6.0,,,
cem_vae,adult,linear,7.0,4.62279442402448,3.765078462147869,1.0,0.0,9.0,,,
cem_vae,adult,linear,2.0,1.0369756554915155,1.0013671966353863,1.0,0.0,4.0,,,
cem_vae,adult,linear,6.0,3.988716154072516,3.403479652981332,1.0,0.0,5.0,,,
cem_vae,adult,linear,6.0,4.1067171500640285,3.470926783708166,1.0,1.0,5.0,,,
cem_vae,adult,linear,5.0,3.567095962945796,3.25450186453978,1.0,1.0,4.0,,,
cem_vae,adult,linear,9.0,4.512404699862008,3.0336343083621102,1.0,1.0,7.0,,,
cem_vae,adult,linear,10.0,4.7873426389146525,3.705486802048348,1.0,1.0,8.0,,,
cem_vae,adult,linear,8.0,4.557575004170063,3.627986382224464,1.0,0.0,6.0,,,
cem_vae,compass,linear,2.0,2.000000000196068,2.0,1.0,2.0,2.0,1.0,1.0,1.8216210499999987
cem_vae,compass,linear,1.0,1.0000000015685433,1.0,1.0,1.0,1.0,,,
cem_vae,compass,linear,1.0,1.0,1.0,1.0,1.0,0.0,,,
cem_vae,compass,linear,1.0,1.000000000392136,1.0,1.0,1.0,1.0,,,
cem_vae,compass,linear,1.0,1.0000000031370866,1.0,1.0,1.0,1.0,,,
cem_vae,compass,linear,1.0,1.0,1.0,1.0,1.0,0.0,,,
cem_vae,compass,linear,1.0,1.0000000001960678,1.0,1.0,1.0,1.0,,,
cem_vae,compass,linear,1.0,1.000000000392136,1.0,1.0,1.0,1.0,,,
cem_vae,compass,linear,2.0,2.000000000196068,2.0,1.0,2.0,2.0,,,
cem_vae,compass,linear,1.0,1.000000000392136,1.0,1.0,1.0,1.0,,,
cem_vae,compass,linear,1.0,1.0000000001960678,1.0,1.0,1.0,1.0,,,
cem_vae,compass,linear,1.0,1.0000000001960678,1.0,1.0,1.0,1.0,,,
cem_vae,compass,linear,1.0,1.0,1.0,1.0,1.0,0.0,,,
cem_vae,compass,linear,1.0,1.0000000001960678,1.0,1.0,1.0,1.0,,,
cem_vae,compass,linear,1.0,1.0000000031370866,1.0,1.0,1.0,1.0,,,
cem_vae,compass,linear,1.0,1.0000000094112598,1.0,1.0,1.0,1.0,,,
cem_vae,compass,linear,1.0,1.0000000023528148,1.0,1.0,1.0,1.0,,,
cem_vae,compass,linear,1.0,1.0,1.0,1.0,1.0,0.0,,,
cem_vae,compass,linear,1.0,1.0000000054899014,1.0,1.0,1.0,1.0,,,
cem_vae,compass,linear,1.0,1.0000000031370866,1.0,1.0,1.0,1.0,,,
cem_vae,credit,linear,3.0,2.3798083171123934,2.144254349833787,1.0,1.0,5.0,0.0,1.0,2.0713218600000003
cem_vae,credit,linear,5.0,4.137607141079848,4.018935724253009,1.0,1.0,7.0,,,
cem_vae,credit,linear,5.0,4.130817453273469,4.017113206026808,1.0,1.0,2.0,,,
cem_vae,credit,linear,5.0,4.110626976530016,4.012238327751486,1.0,1.0,6.0,,,
cem_vae,credit,linear,6.0,4.305555560670677,4.047067901234568,1.0,1.0,7.0,,,
cem_vae,credit,linear,4.0,3.222222242611283,3.0493827160493834,1.0,1.0,6.0,,,
cem_vae,credit,linear,6.0,4.5833333357013775,4.201388888888888,1.0,1.0,7.0,,,
cem_vae,credit,linear,4.0,3.2787753354191134,3.0777156870465348,1.0,1.0,4.0,,,
cem_vae,credit,linear,3.0,2.4209669837233743,2.1772132006426688,1.0,1.0,4.0,,,
cem_vae,credit,linear,4.0,4.000000012077055,4.0,1.0,1.0,7.0,,,
cem_vae,credit,linear,4.0,3.3982790791841406,3.1586262182804745,1.0,1.0,4.0,,,
cem_vae,credit,linear,3.0,2.4084342768160067,2.1668185543909573,1.0,1.0,3.0,,,
cem_vae,credit,linear,7.0,4.000972196592849,3.5000009451635394,1.0,1.0,8.0,,,
cem_vae,credit,linear,4.0,3.318287025233756,3.1013066238929383,1.0,1.0,6.0,,,
cem_vae,credit,linear,5.0,4.337158570770549,4.113675895088946,1.0,1.0,6.0,,,
cem_vae,credit,linear,3.0,2.396965387511044,2.1575815164780043,1.0,1.0,4.0,,,
cem_vae,credit,linear,4.0,3.0442079721246924,3.0019543446381616,1.0,1.0,4.0,,,
cem_vae,credit,linear,6.0,4.500000004946454,4.138888888888888,1.0,1.0,7.0,,,
cem_vae,credit,linear,3.0,2.4254408084364085,2.180999864322985,1.0,1.0,4.0,,,
cem_vae,credit,linear,3.0,3.0000000201713464,3.0,1.0,1.0,5.0,,,
cem_vae,german,linear,4.0,1.1362533788688798,0.3956225907134701,0.5,2.0,4.0,0.72,1.0,2.343520615
cem_vae,german,linear,4.0,1.264688889752005,0.4962006546324,0.5,2.0,4.0,,,
cem_vae,german,linear,4.0,1.173294590203199,0.4252586834793789,0.5,2.0,4.0,,,
cem_vae,german,linear,4.0,1.2310438866864009,0.4589523538102086,0.5,2.0,4.0,,,
cem_vae,german,linear,4.0,1.335150501270168,0.5467381179580851,0.5,2.0,3.0,,,
cem_vae,german,linear,4.0,1.1278392671033417,0.4682869935948983,0.5,2.0,4.0,,,
cem_vae,german,linear,4.0,1.2322809942729156,0.4858790954565566,0.5,2.0,4.0,,,
cem_vae,german,linear,1.0,0.4705882411795364,0.2214532871972318,0.4705882352941176,0.0,2.0,,,
cem_vae,german,linear,4.0,1.1546234208440722,0.4364241348788795,0.5,2.0,4.0,,,
cem_vae,german,linear,4.0,1.3742682777964272,0.6150327710749344,0.5588235294117647,2.0,3.0,,,
cem_vae,german,linear,4.0,1.3460817142968116,0.5414748093105939,0.5,2.0,4.0,,,
cem_vae,german,linear,1.0,0.4705882410796822,0.2214532871972318,0.4705882352941176,0.0,2.0,,,
cem_vae,german,linear,2.0,0.4779309614581584,0.1202925186012438,0.2941176470588235,0.0,3.0,,,
cem_vae,german,linear,2.0,0.496757409641277,0.1275680602399573,0.2941176470588235,0.0,3.0,,,
cem_vae,german,linear,1.0,0.4705882427000714,0.2214532871972318,0.4705882352941176,0.0,2.0,,,
cem_vae,german,linear,1.0,0.6470588361177059,0.4186851211072666,0.6470588235294118,0.0,2.0,,,
cem_vae,german,linear,4.0,1.113040792414688,0.4085310415214961,0.5,2.0,4.0,,,
cem_vae,german,linear,4.0,1.1174466154900389,0.3989160958313375,0.5,2.0,4.0,,,
cem_vae,german,linear,4.0,1.1671517071668551,0.5161822005121445,0.5,2.0,4.0,,,
cem_vae,german,linear,4.0,1.4208017640862882,0.5691979269687559,0.5,2.0,4.0,,,
cem_vae,mortgage,linear,1.0,0.5907407658096107,0.3489746416523607,0.590740756721898,0.0,1.0,0.04,1.0,2.220725089999996
cem_vae,mortgage,linear,1.0,0.3185987302298209,0.1015051436990483,0.3185987189224844,0.0,1.0,,,
cem_vae,mortgage,linear,1.0,0.2914478627084421,0.0849418514748035,0.2914478537831484,0.0,1.0,,,
cem_vae,mortgage,linear,2.0,0.238890617504984,0.0412396788099653,0.1991488696641885,0.0,1.0,,,
cem_vae,mortgage,linear,1.0,0.5265678830431921,0.2772737127987833,0.5265678615323792,0.0,1.0,,,
cem_vae,mortgage,linear,1.0,0.4573520382485336,0.2091708761749372,0.4573520265341974,0.0,1.0,,,
cem_vae,mortgage,linear,2.0,0.3059379879764358,0.0543691347104311,0.2144917884098638,0.0,2.0,,,
cem_vae,mortgage,linear,1.0,0.4905443178252075,0.2406337083214812,0.4905442980215759,0.0,1.0,,,
cem_vae,mortgage,linear,1.0,0.3524892832850491,0.1242486934403748,0.3524892813127441,0.0,1.0,,,
cem_vae,mortgage,linear,1.0,0.4203158720659194,0.1766654203239795,0.4203158578069346,0.0,1.0,,,
cem_vae,mortgage,linear,1.0,0.646619196153079,0.4181163605926433,0.6466191774086529,0.0,1.0,,,
cem_vae,mortgage,linear,1.0,0.4099347706095953,0.1680465149002081,0.409934769079433,0.0,1.0,,,
cem_vae,mortgage,linear,1.0,0.5904631342873662,0.3486467023289497,0.5904631252914526,0.0,1.0,,,
cem_vae,mortgage,linear,2.0,0.2999007201300995,0.0784355493459066,0.279305159702772,0.0,1.0,,,
cem_vae,mortgage,linear,1.0,0.4231936524493168,0.1790928596381842,0.4231936431920784,0.0,1.0,,,
cem_vae,mortgage,linear,1.0,0.3242273166665778,0.1051233508713233,0.3242273135800304,0.0,1.0,,,
cem_vae,mortgage,linear,1.0,0.4961397185503209,0.2461546181105453,0.4961397163204588,0.0,1.0,,,
cem_vae,mortgage,linear,2.0,0.2912588413235366,0.0446321831855734,0.1789185094222686,0.0,1.0,,,
cem_vae,mortgage,linear,2.0,0.2670995650777978,0.0412196081745749,0.1862210239434856,0.0,1.0,,,
cem_vae,mortgage,linear,1.0,0.4639494483390406,0.2152490728750498,0.4639494292216011,0.0,1.0,,,
cem_vae,twomoon,linear,,,,,,,,0.0,1.81550929
cem_vae,breast_cancer,linear,2.0,0.475826820363729,0.1132661093841205,0.2434173138852055,0.0,30.0,0.42,1.0,0.9818636399999996
cem_vae,breast_cancer,linear,2.0,0.3534035297683312,0.0750580378616589,0.2561091115741618,0.0,30.0,,,
cem_vae,breast_cancer,linear,2.0,0.4254914591231761,0.096191682545261,0.2659914712153518,0.0,30.0,,,
cem_vae,breast_cancer,linear,2.0,0.5719313908060886,0.1842780309109683,0.3877628338700512,0.0,29.0,,,
cem_vae,breast_cancer,linear,2.0,0.4756898578980788,0.128090683204267,0.32430384542527,0.0,30.0,,,
cem_vae,breast_cancer,linear,1.0,0.4144458181620606,0.171765179395441,0.4144456289978679,0.0,29.0,,,
cem_vae,breast_cancer,linear,4.0,0.8423369728716156,0.2349867971583912,0.3328281871566585,0.0,28.0,,,
cem_vae,breast_cancer,linear,2.0,0.7023018175133813,0.2472045272857614,0.3683368869936034,0.0,30.0,,,
cem_vae,breast_cancer,linear,2.0,0.3693140180418032,0.0753716369036113,0.244553892782724,0.0,29.0,,,
cem_vae,breast_cancer,linear,2.0,0.4645137085753215,0.1151796500616896,0.2926439232409382,0.0,30.0,,,
cem_vae,breast_cancer,linear,2.0,0.7941886905244726,0.3161478525877822,0.4168443496801705,0.0,29.0,,,
cem_vae,breast_cancer,linear,3.0,1.1585396209282726,0.649505247741982,0.7267249837624201,0.0,30.0,,,
cem_vae,breast_cancer,linear,1.0,0.70682321565874,0.4995987925132207,0.7068230277185502,0.0,29.0,,,
cem_vae,breast_cancer,linear,2.0,0.4346104045573807,0.1209164862057834,0.3323560767590618,0.0,29.0,,,
cem_vae,breast_cancer,linear,1.0,0.4757463936266815,0.2263345121407895,0.4757462686567165,0.0,29.0,,,
cem_vae,breast_cancer,linear,2.0,0.4212087012078029,0.1020820260227248,0.2923773987206823,0.0,30.0,,,
cem_vae,breast_cancer,linear,2.0,0.5381004131101932,0.1903734127509291,0.420042643923241,0.0,29.0,,,
cem_vae,breast_cancer,linear,2.0,0.5801988091977869,0.1784848932097402,0.3614072494669509,0.0,30.0,,,
cem_vae,breast_cancer,linear,3.0,0.3352612097124629,0.0390095161458342,0.1403296078802803,0.0,30.0,,,
cem_vae,breast_cancer,linear,2.0,0.4004687201237162,0.0899190798048404,0.2699893390191897,0.0,30.0,,,
cem_vae,boston_housing,linear,2.0,0.3205123598029805,0.0550316846467667,0.2030791788856304,0.0,11.0,0.61,1.0,0.9089681000000004
cem_vae,boston_housing,linear,2.0,1.9607141688810767,1.9229715927043896,1.0,0.0,10.0,,,
cem_vae,boston_housing,linear,2.0,1.2190534229363192,1.0479843776011577,1.0,0.0,10.0,,,
cem_vae,boston_housing,linear,3.0,1.5672782052722336,1.1586740385409264,0.9838620202733372,0.0,10.0,,,
cem_vae,boston_housing,linear,2.0,1.055502910221879,1.0030805658469415,1.0,0.0,10.0,,,
cem_vae,boston_housing,linear,2.0,1.9859802168674807,1.972156816976588,1.0,0.0,11.0,,,
cem_vae,boston_housing,linear,2.0,1.9835847014252148,1.967438761250337,1.0,0.0,10.0,,,
cem_vae,boston_housing,linear,1.0,0.99833583352388,0.9966743113400712,0.998335770840688,0.0,10.0,,,
cem_vae,boston_housing,linear,3.0,1.7244007967897974,1.2241148750426156,0.9515356296333654,0.0,9.0,,,
cem_vae,boston_housing,linear,1.0,1.0000000503064614,1.0000000000000009,1.0,0.0,10.0,,,
cem_vae,boston_housing,linear,2.0,1.1746961422646918,1.0305187218841996,1.0,0.0,10.0,,,
cem_vae,boston_housing,linear,3.0,1.7581027374744735,1.3547897344483262,1.0,0.0,11.0,,,
cem_vae,boston_housing,linear,2.0,1.1186350721356215,0.9843093011220918,0.982777749760452,0.0,10.0,,,
cem_vae,boston_housing,linear,3.0,1.163213640632199,0.8191412705041702,0.882873569015079,0.0,11.0,,,
cem_vae,boston_housing,linear,3.0,1.3704751894179452,1.0723671898725249,0.9896616067376066,0.0,10.0,,,
cem_vae,boston_housing,linear,3.0,1.4510403277979569,1.106935147218368,1.0,0.0,10.0,,,
cem_vae,boston_housing,linear,2.0,0.5214969039904319,0.1395535451038644,0.3030217606780092,0.0,10.0,,,
cem_vae,boston_housing,linear,2.0,1.027282879907118,0.9043861274111976,0.947652428261637,0.0,10.0,,,
cem_vae,boston_housing,linear,1.0,1.0000000521978878,1.0000000000000004,1.0,0.0,10.0,,,
cem_vae,boston_housing,linear,2.0,1.981617880571008,1.963573569018386,1.0,0.0,10.0,,,
clue,adult,linear,51.0,15.50978017311233,9.585335767710896,1.120241567492485,2.0,51.0,0.97,1.0,7.984990440000002
clue,adult,linear,51.0,13.725348915222506,8.24857817464433,1.1377066075801852,2.0,51.0,,,
clue,adult,linear,51.0,15.968755048268008,9.851395600381352,1.147319033741951,2.0,51.0,,,
clue,adult,linear,51.0,19.605271208218035,15.20285613197588,1.5750803351402285,2.0,47.0,,,
clue,adult,linear,51.0,15.736558653335862,10.113930697928636,1.21323561668396,2.0,51.0,,,
clue,adult,linear,51.0,19.08842708569455,14.203895090987926,1.3744937479496002,2.0,51.0,,,
clue,adult,linear,51.0,15.079410932383034,9.486722236523676,1.2111451476812365,2.0,51.0,,,
clue,adult,linear,51.0,18.38744659065064,13.802578550636342,1.4342858195304868,2.0,51.0,,,
clue,adult,linear,51.0,20.134373388910745,15.740259544961848,1.55353045463562,2.0,51.0,,,
clue,adult,linear,51.0,17.420959197287413,12.327175770717176,1.1606843024492264,2.0,51.0,,,
clue,adult,linear,51.0,17.661847858006894,12.303172370842296,1.1437937766313553,2.0,51.0,,,
clue,adult,linear,51.0,19.655699422527952,14.598013918184538,1.5057458877563477,2.0,51.0,,,
clue,adult,linear,51.0,18.705364396178148,13.20794336453148,1.3267664909362793,2.0,48.0,,,
clue,adult,linear,51.0,22.22045835451156,17.34515662583331,1.5750805139541626,2.0,47.0,,,
clue,adult,linear,51.0,16.748305342388715,11.57447542179154,1.1968571096658709,2.0,51.0,,,
clue,adult,linear,51.0,16.957530646086614,11.597305456813396,1.388215869665146,2.0,51.0,,,
clue,adult,linear,51.0,16.225618486427475,10.352812802432547,1.1419524252414703,2.0,51.0,,,
clue,adult,linear,51.0,22.65442810449112,18.905322236431907,1.4615139961242676,2.0,51.0,,,
clue,adult,linear,51.0,18.687133802289623,13.500445315338464,1.4033367037773132,2.0,51.0,,,
clue,adult,linear,51.0,14.72685853500664,9.937719315175032,1.321018934249878,2.0,51.0,,,
clue,compass,linear,7.0,2.9605796744948933,1.8336526284082664,0.87299644947052,5.0,4.0,0.5333333333333333,0.75,2.6047389299999963
clue,compass,linear,7.0,3.0132112534422624,1.9251517836562373,0.8955577643294084,5.0,4.0,,,
clue,compass,linear,7.0,2.7981619199639867,1.8975331052182685,1.0263990610837936,5.0,6.0,,,
clue,compass,linear,7.0,3.197421779758052,2.289027635888402,1.0797682906451975,5.0,4.0,,,
clue,compass,linear,7.0,2.7981619199639867,1.8975331052182685,1.0263990610837936,5.0,6.0,,,
clue,compass,linear,7.0,2.9342638850212097,1.7899806131111509,0.87299644947052,5.0,4.0,,,
clue,compass,linear,7.0,2.87710928838504,2.0270777417676498,1.0263990610837936,5.0,6.0,,,
clue,compass,linear,7.0,2.9605796744948933,1.8336526284082664,0.87299644947052,5.0,4.0,,,
clue,compass,linear,7.0,2.7981619199639867,1.8975331052182685,1.0263990610837936,5.0,6.0,,,
clue,compass,linear,7.0,2.4400548934936523,1.1568337402050748,0.6388834118843079,5.0,6.0,,,
clue,compass,linear,7.0,2.4400548934936523,1.1568337402050748,0.6388834118843079,5.0,6.0,,,
clue,compass,linear,7.0,2.545318051388389,1.3024158435380593,0.7441465697790447,5.0,6.0,,,
clue,compass,linear,7.0,2.9342638850212097,1.7899806131111509,0.87299644947052,5.0,4.0,,,
clue,compass,linear,7.0,2.9926864724410214,2.168369699600752,1.1915149908316764,5.0,6.0,,,
clue,compass,linear,7.0,3.0395270429159464,1.9729789236070927,0.9218735538030924,5.0,4.0,,,
clue,credit,linear,20.0,9.194855491734211,6.058826845767713,1.0253245793282986,5.0,19.0,0.71,1.0,3.642471045000002
clue,credit,linear,20.0,9.731835095161031,6.803828069044324,1.2511579394340515,5.0,17.0,,,
clue,credit,linear,20.0,8.5264670098362,8.918086522428924,2.0597304105758667,5.0,17.0,,,
clue,credit,linear,20.0,9.157387212995646,6.249926563243705,1.175748974084854,5.0,16.0,,,
clue,credit,linear,20.0,8.578635633358568,7.702156292452062,1.824331521987915,5.0,16.0,,,
clue,credit,linear,20.0,7.976892346638325,5.829239522252142,1.492399036884308,5.0,16.0,,,
clue,credit,linear,20.0,9.404483757474662,6.451724783326581,1.069617673754692,5.0,17.0,,,
clue,credit,linear,20.0,7.8742736399743745,5.199711456087553,1.2724601328372955,5.0,18.0,,,
clue,credit,linear,20.0,8.649541419667264,7.218682748026753,1.442161202430725,5.0,14.0,,,
clue,credit,linear,20.0,7.411925777816057,5.639491055305908,1.384190797805786,5.0,19.0,,,
clue,credit,linear,20.0,10.536740060826595,10.81629177253462,1.775068998336792,5.0,19.0,,,
clue,credit,linear,20.0,9.726637537284596,6.797467148600229,1.2511579394340515,5.0,17.0,,,
clue,credit,linear,20.0,7.649487921323433,5.125038845638358,1.2724601328372955,5.0,18.0,,,
clue,credit,linear,20.0,10.003687825827226,9.307128482166313,1.62558513879776,5.0,19.0,,,
clue,credit,linear,20.0,10.86893339575315,12.10150554003467,1.9665787220001216,5.0,13.0,,,
clue,credit,linear,20.0,9.149126449916071,6.2296557169435705,1.175748974084854,5.0,16.0,,,
clue,credit,linear,20.0,8.412510027711786,6.229606909854515,1.2537983655929563,5.0,18.0,,,
clue,credit,linear,20.0,9.140348277986051,5.911637842654279,1.054240345954895,5.0,12.0,,,
clue,credit,linear,20.0,10.635425727161284,7.607225228906539,1.1906236410140991,5.0,20.0,,,
clue,credit,linear,20.0,9.592938439713588,7.727516149418782,1.2999753952026367,5.0,18.0,,,
clue,german,linear,,,,,,,,0.0,2.3472978499999995
clue,mortgage,linear,2.0,0.2583894313456563,0.0631674738182444,0.2512293925124024,0.0,1.0,1.0,0.15,2.506169469999997
clue,mortgage,linear,2.0,0.3764271832344797,0.0713662510810113,0.2042999047760885,0.0,0.0,,,
clue,mortgage,linear,2.0,0.2246295602207504,0.0308941778543874,0.1655358200847293,0.0,0.0,,,
clue,twomoon,linear,,,,,,,,0.0,2.6859021650000043
clue,breast_cancer,linear,30.0,13.819363777537944,9.379537998258067,0.9892299485727996,0.0,25.0,0.0,0.15,1.6154802250000002
clue,breast_cancer,linear,30.0,7.449873353850356,3.0326165601210966,0.6832932300169473,0.0,21.0,,,
clue,breast_cancer,linear,30.0,7.6126016354894785,3.2227893017138687,0.7129071735217596,0.0,28.0,,,
cruds,adult,linear,8.0,4.244351902403587,4.019951576983174,1.0,0.0,9.0,1.0,1.0,25.54961826
cruds,adult,linear,9.0,5.541694563028614,5.190442714689419,1.0,0.0,10.0,,,
cruds,adult,linear,8.0,4.17637190522496,4.0105611573268805,1.0,0.0,9.0,,,
cruds,adult,linear,11.0,7.2494993953095905,7.020077463381258,1.0,0.0,12.0,,,
cruds,adult,linear,8.0,4.16970298819632,4.009882357713908,1.0,0.0,9.0,,,
cruds,adult,linear,11.0,7.574918803431711,7.154308160199431,1.0,0.0,12.0,,,
cruds,adult,linear,9.0,5.254851546257459,5.045018615620278,1.0,0.0,10.0,,,
cruds,adult,linear,9.0,5.317591920481563,5.0332992440728255,1.0,0.0,10.0,,,
cruds,adult,linear,15.0,11.206588290978925,11.019365251575213,1.0,0.0,16.0,,,
cruds,adult,linear,10.0,6.144796619261648,6.005934254332125,1.0,0.0,11.0,,,
cruds,adult,linear,8.0,4.2807036976020925,4.024386300653956,1.0,0.0,9.0,,,
cruds,adult,linear,9.0,5.21996040856037,5.0248523203848565,1.0,0.0,10.0,,,
cruds,adult,linear,10.0,6.162641630821849,6.00826628919953,1.0,0.0,11.0,,,
cruds,adult,linear,15.0,11.114892667324648,11.003793827362028,1.0,0.0,16.0,,,
cruds,adult,linear,12.0,8.48154644044353,8.148306718816508,1.0,0.0,13.0,,,
cruds,adult,linear,13.0,9.254883826277275,9.02538460859786,1.0,0.0,14.0,,,
cruds,adult,linear,7.0,3.323414207301328,3.064664009798804,1.0,0.0,8.0,,,
cruds,adult,linear,15.0,11.485188200443844,11.078951578350727,1.0,0.0,16.0,,,
cruds,adult,linear,9.0,5.1975248718610825,5.011517776235033,1.0,0.0,10.0,,,
cruds,adult,linear,13.0,9.923873750994126,9.36632075825814,1.0,0.0,14.0,,,
cruds,compass,linear,,,,,,,,0.0,8.620985614999995
cruds,credit,linear,11.0,3.96225294801924,3.173319877338048,1.0,0.0,11.0,1.0,1.0,12.81330051
cruds,credit,linear,11.0,3.469424987262655,2.540404746117424,1.0,0.0,11.0,,,
cruds,credit,linear,11.0,2.621009513036647,2.0882285143320294,1.0,0.0,11.0,,,
cruds,credit,linear,11.0,3.3119195247808006,2.4343995616241667,1.0,0.0,11.0,,,
cruds,credit,linear,11.0,3.3237067278996824,2.441589012792807,1.0,0.0,11.0,,,
cruds,credit,linear,10.0,2.494381984580963,1.5132608161660706,1.0,0.0,10.0,,,
cruds,credit,linear,11.0,3.6387418190055687,2.6975902383939925,1.0,0.0,11.0,,,
cruds,credit,linear,10.0,2.465496355257505,1.4950276187761478,1.0,0.0,10.0,,,
cruds,credit,linear,12.0,4.162108747041919,3.3934483813905927,1.0,0.0,12.0,,,
cruds,credit,linear,11.0,3.4333801710863483,2.4888351514275047,1.0,0.0,11.0,,,
cruds,credit,linear,12.0,4.449663635412398,3.5343054634964486,1.0,0.0,12.0,,,
